0	7
1	14
2	21
3	28
4	35
5	42
6	47
7	54
8	61
9	68
10	75
11	80
12	87
13	94
14	101
15	108
16	113
17	120
18	127
19	134
20	141
21	146
22	153
23	160
24	167
25	174
26	179
27	186
28	193
29	200
30	207
31	212
32	219
33	226
34	233
35	240
36	245
37	252
38	259
39	266
40	273
41	278
42	285
43	292
44	299
45	306
46	311
47	318
48	325
49	332
50	337
51	344
52	351
53	358
54	365
55	370
56	377
57	384
58	391
59	397
60	403
61	410
62	417
63	424
64	430
65	436
66	443
67	450
68	457
69	463
70	469
71	476
72	483
73	490
74	496
75	502
76	509
77	516
78	522
79	529
80	535
81	542
82	549
83	555
84	561
85	568
86	575
87	581
88	588
89	594
90	601
91	608
92	614
93	621
94	627
95	634
96	641
97	647
98	653
99	660
100	667
101	674
102	680
103	686
104	693
105	700
106	707
107	713
108	719
109	726
110	733
111	740
112	745
113	752
114	759
115	766
116	772
117	778
118	785
119	792
120	799
121	805
122	811
123	818
124	825
125	831
126	837
127	844
128	851
129	857
130	864
131	870
132	877
133	884
134	890
135	897
136	903
137	910
138	916
139	923
140	929
141	936
142	943
143	949
144	956
145	962
146	969
147	976
148	982
149	989
150	995
151	1002
152	1009
153	1015
154	1021
155	1028
156	1035
157	1042
158	1048
159	1054
160	1061
161	1067
162	1074
163	1080
164	1087
165	1094
166	1100
167	1107
168	1113
169	1120
170	1126
171	1133
172	1139
173	1146
174	1153
175	1159
176	1166
177	1172
178	1179
179	1185
180	1192
181	1198
182	1205
183	1212
184	1218
185	1224
186	1231
187	1238
188	1244
189	1251
190	1257
191	1264
192	1271
193	1277
194	1283
195	1290
196	1297
197	1303
198	1310
199	1316
200	1323
201	1330
202	1336
203	1343
204	1349
205	1356
206	1363
207	1369
208	1375
209	1382
210	1389
211	1396
212	1402
213	1408
214	1415
215	1422
216	1428
217	1434
218	1441
219	1447
220	1454
221	1460
222	1467
223	1474
224	1480
225	1487
226	1493
227	1500
228	1506
229	1513
230	1519
231	1526
232	1533
233	1539
234	1545
235	1552
236	1559
237	1566
238	1572
239	1578
240	1585
241	1592
242	1599
243	1604
244	1609
244	1611
245	1618
246	1625
247	1632
248	1637
249	1644
250	1651
251	1658
252	1663
253	1670
254	1677
255	1684
256	1690
257	1696
258	1703
259	1710
260	1717
261	1723
262	1729
263	1736
264	1743
265	1749
266	1755
267	1762
268	1768
269	1775
270	1781
271	1788
272	1794
273	1801
274	1808
275	1814
276	1821
277	1827
278	1834
279	1841
280	1847
281	1853
282	1860
283	1866
284	1873
285	1879
286	1886
287	1893
288	1899
289	1906
290	1912
291	1919
292	1926
293	1931
294	1938
295	1945
296	1952
297	1959
298	1964
299	1971
300	1978
301	1985
302	1992
303	1997
304	2004
305	2011
306	2018
307	2024
308	2030
309	2037
310	2043
311	2050
312	2056
313	2062
314	2069
315	2076
316	2082
317	2089
318	2095
319	2101
320	2108
322	2121
323	2127
324	2134
325	2141
326	2148
327	2154
328	2160
329	2167
330	2173
331	2180
332	2186
333	2193
334	2199
335	2206
336	2212
337	2219
